link,rank,name,name_link,adjust_gross,unadjust_gross,open_date
http://www.boxofficemojo.com/people/chart/?view=Writer&id=joelcoen.htm,9,Raising Arizona,http://www.boxofficemojo.com//movies/?id=raisingarizona.htm,52181300,22847564,3/13/87
http://www.boxofficemojo.com/people/chart/?view=Writer&id=joelcoen.htm,11,The Big Lebowski,http://www.boxofficemojo.com//movies/?id=biglebowski.htm,33229300,17451873,3/6/98
http://www.boxofficemojo.com/people/chart/?view=Writer&id=joelcoen.htm,13,Inside Llewyn Davis,http://www.boxofficemojo.com//movies/?id=insidellewyndavis.htm,14671500,13235319,12/6/13
http://www.boxofficemojo.com/people/chart/?view=Writer&id=joelcoen.htm,15,The Man Who Wasn't There,http://www.boxofficemojo.com//movies/?id=manwhowasntthere.htm,11807800,7504257,11/2/01
http://www.boxofficemojo.com/people/chart/?view=Writer&id=joelcoen.htm,17,Miller's Crossing,http://www.boxofficemojo.com//movies/?id=millerscrossing.htm,10725300,5080409,9/21/90
http://www.boxofficemojo.com/people/chart/?view=Writer&id=joelcoen.htm,21,Suburbicon,http://www.boxofficemojo.com//movies/?id=suburbicon.htm,5775200,5775178,10/27/17
http://www.boxofficemojo.com/people/chart/?view=Writer&id=joelcoen.htm,2,Unbroken,http://www.boxofficemojo.com//movies/?id=unbroken.htm,126805100,115637895,12/25/14
http://www.boxofficemojo.com/people/chart/?view=Writer&id=joelcoen.htm,4,Burn After Reading,http://www.boxofficemojo.com//movies/?id=burnafterreading.htm,75065900,60355347,9/12/08
http://www.boxofficemojo.com/people/chart/?view=Writer&id=joelcoen.htm,6,"O Brother, Where Art Thou?",http://www.boxofficemojo.com//movies/?id=obrotherwhereartthou.htm,71833200,45512588,12/22/00
http://www.boxofficemojo.com/people/chart/?view=Writer&id=joelcoen.htm,8,Intolerable Cruelty,http://www.boxofficemojo.com//movies/?id=intolerablecruelty.htm,52313600,35327628,10/10/03
http://www.boxofficemojo.com/people/chart/?view=Writer&id=joelcoen.htm,10,Fargo,http://www.boxofficemojo.com//movies/?id=fargo.htm,49283400,24611975,3/8/96
http://www.boxofficemojo.com/people/chart/?view=Writer&id=joelcoen.htm,12,"Hail, Caesar!",http://www.boxofficemojo.com//movies/?id=hailcaesar.htm,31737400,30498085,2/5/16
http://www.boxofficemojo.com/people/chart/?view=Writer&id=joelcoen.htm,14,Barton Fink,http://www.boxofficemojo.com//movies/?id=bartonfink.htm,13053400,6153939,8/23/91
http://www.boxofficemojo.com/people/chart/?view=Writer&id=joelcoen.htm,16,A Serious Man,http://www.boxofficemojo.com//movies/?id=seriousman.htm,10823000,9228768,10/2/09
http://www.boxofficemojo.com/people/chart/?view=Writer&id=joelcoen.htm,19,Blood Simple,http://www.boxofficemojo.com//movies/?id=bloodsimple.htm,8227900,3851855,1/18/85
http://www.boxofficemojo.com/people/chart/?view=Writer&id=joelcoen.htm,20,The Hudsucker Proxy,http://www.boxofficemojo.com//movies/?id=hudsuckerproxy.htm,6017100,2816518,3/11/94
http://www.boxofficemojo.com/people/chart/?view=Writer&id=joelcoen.htm,22,Crimewave,http://www.boxofficemojo.com//movies/?id=crimewave.htm,12300,5101,4/25/86
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,1,The Dark Knight Rises,http://www.boxofficemojo.com//movies/?id=batman3.htm,514205500,448139099,7/20/12
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,3,Lincoln,http://www.boxofficemojo.com//movies/?id=lincoln.htm,202997100,182207973,11/9/12
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,6,Halloween: H20,http://www.boxofficemojo.com//movies/?id=halloween7.htm,104802300,55041738,8/7/98
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,7,Looper,http://www.boxofficemojo.com//movies/?id=loopers.htm,73755100,66486205,9/28/12
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,9,Treasure Planet,http://www.boxofficemojo.com//movies/?id=treasureplanet.htm,58292300,38176783,11/27/02
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,11,The Night Before,http://www.boxofficemojo.com//movies/?id=xmas2015.htm,44187700,43047372,11/20/15
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,13,(500) Days of Summer,http://www.boxofficemojo.com//movies/?id=500daysofsummer.htm,38747800,32391374,7/17/09
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,15,Premium Rush,http://www.boxofficemojo.com//movies/?id=premiumrush.htm,23272500,20275446,8/24/12
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,17,Frank Miller's Sin City: A Dame to Kill For,http://www.boxofficemojo.com//movies/?id=sincity2.htm,15203000,13757804,8/22/14
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,19,The Walk,http://www.boxofficemojo.com//movies/?id=clouds2015.htm,10405500,10137502,9/30/15
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,21,The Lookout,http://www.boxofficemojo.com//movies/?id=lookout.htm,5971400,4600585,3/30/07
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,23,Brick,http://www.boxofficemojo.com//movies/?id=brick.htm,2830000,2075743,3/31/06
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,25,Latter Days,http://www.boxofficemojo.com//movies/?id=latterdays.htm,1200300,834685,1/30/04
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,27,Shadowboxer,http://www.boxofficemojo.com//movies/?id=shadowboxer.htm,505300,370627,7/21/06
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,29,Manic,http://www.boxofficemojo.com//movies/?id=manic.htm,103600,69958,4/25/03
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,31,Uncertainty,http://www.boxofficemojo.com//movies/?id=uncertainty.htm,43100,36689,11/13/09
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,33,Women in Trouble,http://www.boxofficemojo.com//movies/?id=womenintrouble.htm,21200,18097,11/13/09
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,2,Inception,http://www.boxofficemojo.com//movies/?id=inception.htm,328642200,292576195,7/16/10
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,4,G.I. Joe: The Rise of Cobra,http://www.boxofficemojo.com//movies/?id=gijoe.htm,179713200,150201498,8/7/09
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,5,Angels in the Outfield (1994),http://www.boxofficemojo.com//movies/?id=angelsintheoutfield.htm,107324100,50236831,7/15/94
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,8,10 Things I Hate About You,http://www.boxofficemojo.com//movies/?id=10thingsihateaboutyou.htm,67112400,38178166,3/31/99
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,10,The Juror,http://www.boxofficemojo.com//movies/?id=juror.htm,45972800,22754725,2/2/96
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,12,50/50,http://www.boxofficemojo.com//movies/?id=50fifty.htm,39379900,35014192,9/30/11
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,14,Don Jon,http://www.boxofficemojo.com//movies/?id=donjon.htm,26178700,24477704,9/27/13
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,16,Snowden,http://www.boxofficemojo.com//movies/?id=snowden.htm,22489600,21587519,9/16/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,18,Stop-Loss,http://www.boxofficemojo.com//movies/?id=stoploss.htm,13576300,10915744,3/28/08
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,20,Miracle at St. Anna,http://www.boxofficemojo.com//movies/?id=miracleatstanna.htm,9849300,7919117,9/26/08
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,22,The Wind Rises,http://www.boxofficemojo.com//movies/?id=windrises.htm,5824100,5209580,2/21/14
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,24,Holy Matrimony,http://www.boxofficemojo.com//movies/?id=holymatrimony.htm,1523700,713234,4/8/94
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,26,Mysterious Skin,http://www.boxofficemojo.com//movies/?id=mysteriousskin.htm,993600,713240,5/6/05
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,28,Hesher,http://www.boxofficemojo.com//movies/?id=hesher.htm,424300,382946,5/13/11
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,30,"Forever, Lulu",http://www.boxofficemojo.com//movies/?id=foreverlulu.htm,84000,36786,4/24/87
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,32,Killshot,http://www.boxofficemojo.com//movies/?id=killshot.htm,23200,18643,1/23/09
http://www.boxofficemojo.com/people/chart/?view=Actor&id=josephgordonlevitt.htm,34,Elektra Luxx,http://www.boxofficemojo.com//movies/?id=elektraluxx.htm,12800,11514,3/11/11
http://www.boxofficemojo.com/people/chart/?view=Director&id=travisknight.htm,1,Kubo and the Two Strings,http://www.boxofficemojo.com//movies/?id=kuboandthetwostrings.htm,50334700,48023088,8/19/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,1,Marvel's The Avengers,http://www.boxofficemojo.com//movies/?id=avengers11.htm,686549200,623357910,5/4/12
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,3,Captain America: Civil War,http://www.boxofficemojo.com//movies/?id=marvel2016.htm,417524200,408084349,5/6/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,5,Iron Man 2,http://www.boxofficemojo.com//movies/?id=ironman2.htm,350947100,312433331,5/7/10
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,7,Sing,http://www.boxofficemojo.com//movies/?id=illumination2016.htm,273784800,270329045,12/21/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,9,Lucy,http://www.boxofficemojo.com//movies/?id=lucy.htm,139942800,126663600,7/25/14
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,10,He's Just Not That Into You,http://www.boxofficemojo.com//movies/?id=hesjustnotthatintoyou.htm,112467300,93953653,2/6/09
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,12,Just Cause,http://www.boxofficemojo.com//movies/?id=justcause.htm,75655000,36853222,2/17/95
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,14,Lost in Translation,http://www.boxofficemojo.com//movies/?id=lostintranslation.htm,65414100,44585453,9/12/03
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,17,Ghost in the Shell (2017),http://www.boxofficemojo.com//movies/?id=ghostintheshell2017.htm,40472900,40563557,3/31/17
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,19,The Nanny Diaries,http://www.boxofficemojo.com//movies/?id=nannydiaries.htm,33657100,25930652,8/24/07
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,21,"Hail, Caesar!",http://www.boxofficemojo.com//movies/?id=hailcaesar.htm,31737400,30498085,2/5/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,23,The Black Dahlia,http://www.boxofficemojo.com//movies/?id=blackdahlia.htm,30737000,22545080,9/15/06
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,25,Her (2013),http://www.boxofficemojo.com//movies/?id=her2013.htm,28629400,25568251,12/18/13
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,27,Don Jon,http://www.boxofficemojo.com//movies/?id=donjon.htm,26178700,24477704,9/27/13
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,29,Rough Night,http://www.boxofficemojo.com//movies/?id=rockthatbody.htm,22063000,22105643,6/16/17
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,32,Scoop,http://www.boxofficemojo.com//movies/?id=scoop.htm,14350300,10525717,7/28/06
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,34,Ghost World,http://www.boxofficemojo.com//movies/?id=ghostworld.htm,9802600,6217849,7/20/01
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,37,An American Rhapsody,http://www.boxofficemojo.com//movies/?id=americanrhapsody.htm,1341500,850255,8/10/01
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,39,A Good Woman,http://www.boxofficemojo.com//movies/?id=goodwoman.htm,325300,238609,2/3/06
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,2,Avengers: Age of Ultron,http://www.boxofficemojo.com//movies/?id=avengers2.htm,477995400,459005868,5/1/15
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,4,The Jungle Book (2016),http://www.boxofficemojo.com//movies/?id=junglebook2015.htm,372476800,364001123,4/15/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,6,Captain America: The Winter Soldier,http://www.boxofficemojo.com//movies/?id=marvel14b.htm,278574900,259766572,4/4/14
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,8,The Horse Whisperer,http://www.boxofficemojo.com//movies/?id=horsewhisperer.htm,143534100,75383563,5/15/98
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,11,We Bought a Zoo,http://www.boxofficemojo.com//movies/?id=weboughtazoo.htm,85630900,75624550,12/23/11
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,13,The Prestige,http://www.boxofficemojo.com//movies/?id=prestige.htm,72330400,53089891,10/20/06
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,15,In Good Company,http://www.boxofficemojo.com//movies/?id=ingoodcompany.htm,63818200,45806659,12/29/04
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,16,The Island,http://www.boxofficemojo.com//movies/?id=island05.htm,49900600,35818913,7/22/05
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,18,Chef,http://www.boxofficemojo.com//movies/?id=chef.htm,34140800,31424003,5/9/14
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,20,The Other Boleyn Girl,http://www.boxofficemojo.com//movies/?id=otherboleyngirl.htm,33350600,26814957,2/29/08
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,22,Match Point,http://www.boxofficemojo.com//movies/?id=matchpoint.htm,31569900,23151529,12/28/05
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,24,Vicky Cristina Barcelona,http://www.boxofficemojo.com//movies/?id=vickycristinabarcelona.htm,28852000,23216709,8/15/08
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,26,Eight Legged Freaks,http://www.boxofficemojo.com//movies/?id=eightleggedfreaks.htm,26624900,17322606,7/17/02
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,28,The Spirit,http://www.boxofficemojo.com//movies/?id=spirit09.htm,24633600,19806188,12/25/08
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,30,Girl with a Pearl Earring,http://www.boxofficemojo.com//movies/?id=girlwithapearlearring.htm,16794400,11670971,12/12/03
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,31,The Perfect Score,http://www.boxofficemojo.com//movies/?id=perfectscore.htm,14942300,10391003,1/30/04
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,33,The Man Who Wasn't There,http://www.boxofficemojo.com//movies/?id=manwhowasntthere.htm,11807800,7504257,11/2/01
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,35,Hitchcock,http://www.boxofficemojo.com//movies/?id=hitchcock.htm,6687100,6008677,11/23/12
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,36,Under the Skin (2014),http://www.boxofficemojo.com//movies/?id=undertheskin2014.htm,2806100,2614251,4/4/14
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,38,Manny amd Lo,http://www.boxofficemojo.com//movies/?id=mannyandlo.htm,1014900,502313,7/26/96
http://www.boxofficemojo.com/people/chart/?view=Actor&id=scarlettjohansson.htm,40,A Love Song for Bobby Long,http://www.boxofficemojo.com//movies/?id=lovesongforbobbylong.htm,229500,164308,12/29/04
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,1,Ghostbusters,http://www.boxofficemojo.com//movies/?id=ghostbusters.htm,635581400,242212467,6/8/84
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,3,The Jungle Book (2016),http://www.boxofficemojo.com//movies/?id=junglebook2015.htm,372476800,364001123,4/15/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,5,Ghostbusters II,http://www.boxofficemojo.com//movies/?id=ghostbusters2.htm,253042300,112494738,6/16/89
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,8,Groundhog Day,http://www.boxofficemojo.com//movies/?id=groundhogday.htm,152946700,70906973,2/12/93
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,10,Caddyshack,http://www.boxofficemojo.com//movies/?id=caddyshack.htm,132278000,39846344,7/25/80
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,12,Garfield: The Movie,http://www.boxofficemojo.com//movies/?id=garfield.htm,108381700,75369589,6/11/04
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,14,The Royal Tenenbaums,http://www.boxofficemojo.com//movies/?id=royaltenenbaums.htm,80611500,52364010,12/14/01
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,16,The Grand Budapest Hotel,http://www.boxofficemojo.com//movies/?id=grandbudapesthotel.htm,64379300,59301324,3/7/14
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,18,Moonrise Kingdom,http://www.boxofficemojo.com//movies/?id=moonrisekingdom.htm,51578300,45512466,5/25/12
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,20,St. Vincent,http://www.boxofficemojo.com//movies/?id=stvincent.htm,47524100,44137712,10/10/14
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,22,The Life Aquatic with Steve Zissou,http://www.boxofficemojo.com//movies/?id=lifeaquatic.htm,33929000,24020403,12/10/04
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,24,Rushmore,http://www.boxofficemojo.com//movies/?id=rushmore.htm,30068800,17105219,12/11/98
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,26,Mad Dog and Glory,http://www.boxofficemojo.com//movies/?id=maddogandglory.htm,23903000,11081586,3/5/93
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,28,Where the Buffalo Roam,http://www.boxofficemojo.com//movies/?id=wherethebuffaloroam.htm,22107200,6659377,4/25/80
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,30,Broken Flowers,http://www.boxofficemojo.com//movies/?id=brokenflowers.htm,19148600,13744960,8/5/05
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,32,Larger Than Life,http://www.boxofficemojo.com//movies/?id=largerthanlife.htm,16800700,8315693,11/1/96
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,33,Get Low,http://www.boxofficemojo.com//movies/?id=getlow.htm,10598900,9176933,7/30/10
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,35,Hyde Park on Hudson,http://www.boxofficemojo.com//movies/?id=hydepark.htm,7151100,6376145,12/7/12
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,37,The Lost City,http://www.boxofficemojo.com//movies/?id=lostcity.htm,3386900,2484186,4/28/06
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,39,Rock The Kasbah,http://www.boxofficemojo.com//movies/?id=rockthekasbah.htm,3100500,3020664,10/23/15
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,41,The Limits of Control,http://www.boxofficemojo.com//movies/?id=limitsofcontrol.htm,510800,426688,5/1/09
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,43,Passion Play,http://www.boxofficemojo.com//movies/?id=passionplay.htm,4200,3669,5/6/11
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,2,Tootsie,http://www.boxofficemojo.com//movies/?id=tootsie.htm,508152200,177200000,12/17/82
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,4,Stripes,http://www.boxofficemojo.com//movies/?id=stripes.htm,273993600,85297000,6/26/81
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,6,Charlie's Angels,http://www.boxofficemojo.com//movies/?id=charliesangels.htm,207369000,125305545,11/3/00
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,7,Meatballs,http://www.boxofficemojo.com//movies/?id=meatballs.htm,153147700,43046003,6/29/79
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,9,What About Bob?,http://www.boxofficemojo.com//movies/?id=whataboutbob.htm,135133200,63707829,5/17/91
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,11,Scrooged,http://www.boxofficemojo.com//movies/?id=scrooged.htm,131743200,60328558,11/23/88
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,13,The Monuments Men,http://www.boxofficemojo.com//movies/?id=monumentsmen.htm,87447200,78031620,2/7/14
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,15,Lost in Translation,http://www.boxofficemojo.com//movies/?id=lostintranslation.htm,65414100,44585453,9/12/03
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,17,Wild Things,http://www.boxofficemojo.com//movies/?id=wildthings.htm,57402800,30147739,3/20/98
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,19,Kingpin,http://www.boxofficemojo.com//movies/?id=kingpin.htm,50556400,25023434,7/26/96
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,21,Garfield: A Tail of Two Kitties,http://www.boxofficemojo.com//movies/?id=garfield2.htm,38755900,28426747,6/16/06
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,23,Quick Change,http://www.boxofficemojo.com//movies/?id=quickchange.htm,32215900,15260154,7/13/90
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,25,The Man Who Knew Too Little,http://www.boxofficemojo.com//movies/?id=manwhoknewtoolittle.htm,26687000,13717039,11/14/97
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,27,Aloha,http://www.boxofficemojo.com//movies/?id=crowe2014.htm,22803600,21067116,5/29/15
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,29,Osmosis Jones,http://www.boxofficemojo.com//movies/?id=osmosisjones.htm,21452400,13596911,8/10/01
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,31,The Razor's Edge,http://www.boxofficemojo.com//movies/?id=razorsedge.htm,17413500,6551987,10/19/84
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,34,City of Ember,http://www.boxofficemojo.com//movies/?id=cityofember.htm,9791900,7873007,10/10/08
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,36,Cradle Will Rock,http://www.boxofficemojo.com//movies/?id=cradlewillrock.htm,4868000,2903404,12/10/99
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,38,Coffee and Cigarettes,http://www.boxofficemojo.com//movies/?id=coffeeandcigarettes.htm,3162100,2198924,5/14/04
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,40,Hamlet (2000),http://www.boxofficemojo.com//movies/?id=hamlet2000.htm,2613200,1577287,5/12/00
http://www.boxofficemojo.com/people/chart/?view=Actor&id=billmurray.htm,42,A Glimpse Inside the Mind of Charles Swan III,http://www.boxofficemojo.com//movies/?id=charlesswan3.htm,51000,45350,2/8/13
http://www.boxofficemojo.com/people/chart/?view=Producer&id=kathleenkennedy.htm,1,E.T.: The Extra-Terrestrial,http://www.boxofficemojo.com//movies/?id=et.htm,1266759200,435110554,6/11/82
http://www.boxofficemojo.com/people/chart/?view=Producer&id=kathleenkennedy.htm,3,Jurassic Park,http://www.boxofficemojo.com//movies/?id=jurassicpark.htm,820863000,402453882,6/11/93
http://www.boxofficemojo.com/people/chart/?view=Producer&id=kathleenkennedy.htm,5,Back to the Future,http://www.boxofficemojo.com//movies/?id=backtothefuture.htm,527322300,210609762,7/3/85
http://www.boxofficemojo.com/people/chart/?view=Producer&id=kathleenkennedy.htm,7,Twister,http://www.boxofficemojo.com//movies/?id=twister.htm,488365000,241721524,5/10/96
http://www.boxofficemojo.com/people/chart/?view=Producer&id=kathleenkennedy.htm,9,The Lost World: Jurassic Park,http://www.boxofficemojo.com//movies/?id=jurassicpark2.htm,445695900,229086679,5/23/97
http://www.boxofficemojo.com/people/chart/?view=Producer&id=kathleenkennedy.htm,11,Signs,http://www.boxofficemojo.com//movies/?id=signs.htm,350356400,227966634,8/2/02
http://www.boxofficemojo.com/people/chart/?view=Producer&id=kathleenkennedy.htm,13,War of the Worlds,http://www.boxofficemojo.com//movies/?id=waroftheworlds.htm,326384300,234280354,6/29/05
http://www.boxofficemojo.com/people/chart/?view=Producer&id=kathleenkennedy.htm,15,The Flintstones,http://www.boxofficemojo.com//movies/?id=flintstones.htm,278862100,130531208,5/27/94
http://www.boxofficemojo.com/people/chart/?view=Producer&id=kathleenkennedy.htm,17,Hook,http://www.boxofficemojo.com//movies/?id=hook.htm,256183200,119654823,12/11/91
http://www.boxofficemojo.com/people/chart/?view=Producer&id=kathleenkennedy.htm,19,Poltergeist,http://www.boxofficemojo.com//movies/?id=poltergeist.htm,232685100,76606280,6/4/82
http://www.boxofficemojo.com/people/chart/?view=Producer&id=kathleenkennedy.htm,21,Lincoln,http://www.boxofficemojo.com//movies/?id=lincoln.htm,202997100,182207973,11/9/12
http://www.boxofficemojo.com/people/chart/?view=Producer&id=kathleenkennedy.htm,23,Seabiscuit,http://www.boxofficemojo.com//movies/?id=seabiscuit.htm,178120100,120277854,7/25/03
http://www.boxofficemojo.com/people/chart/?view=Producer&id=kathleenkennedy.htm,25,Congo,http://www.boxofficemojo.com//movies/?id=congo.htm,166328100,81022101,6/9/95
http://www.boxofficemojo.com/people/chart/?view=Producer&id=kathleenkennedy.htm,27,The Curious Case of Benjamin Button,http://www.boxofficemojo.com//movies/?id=curiouscaseofbenjaminbutton.htm,153189400,127509326,12/25/08
http://www.boxofficemojo.com/people/chart/?view=Producer&id=kathleenkennedy.htm,29,The Bridges of Madison County,http://www.boxofficemojo.com//movies/?id=bridgesofmadisoncounty.htm,146814600,71516617,6/2/95
