,author,author_link,date,iscore,meta_movie_name,mixed,moviename,moviename_x,negative,num_crit,positive,rank,release_date,source,source_link,summary,total_score
3335,Alan Scherstuhl,http://www.metacritic.com//critic/alan-scherstuhl?filter=movies,"Dec 13, 2016",0.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Village Voice,http://www.metacritic.com//publication/village-voice?filter=movies,"Maybe you'll be at a dinner. Maybe nobody will believe you. Or maybe they will, and someone will say, ""Hollywood is terrible at making movies about trauma.”",23
3336,Katie Rife,http://www.metacritic.com//critic/katie-rife?filter=movies,"Sep  9, 2016",58.0,When the Bough Breaks,4.0,,When the Bough Breaks,5.0,9.0,0.0,88,"September 9, 2016",The A.V. Club,http://www.metacritic.com//publication/the-av-club?filter=movies,"When The Bough Breaks resembles nothing more than a cheap fast-food burger served on fine china: Tasty, sure, and quite enjoyable in the moment. But once the credits roll and the primal centers of the brain stimulated by guilty pleasures like this one return to normal, all you’ll remember is that it looked prettier than usual.",28
3337,Gary Goldstein,http://www.metacritic.com//critic/gary-goldstein?filter=movies,"Sep 10, 2016",40.0,When the Bough Breaks,4.0,,When the Bough Breaks,5.0,9.0,0.0,88,"September 9, 2016",Los Angeles Times,http://www.metacritic.com//publication/los-angeles-times?filter=movies,"Under the workmanlike direction of Jon Cassar (“Forsaken”), “Bough” breaks little new or inspired ground as it spins out its mildly effective, occasionally silly cautionary tale.",28
3338,Joe Leydon,http://www.metacritic.com//critic/joe-leydon?filter=movies,"Sep  9, 2016",40.0,When the Bough Breaks,4.0,,When the Bough Breaks,5.0,9.0,0.0,88,"September 9, 2016",Variety,http://www.metacritic.com//publication/variety?filter=movies,The presence of a predominantly African-American cast arguably is the only distinguishing characteristic of this by-the-numbers thriller.,28
3339,Dan Callahan,http://www.metacritic.com//critic/dan-callahan?filter=movies,"Sep  9, 2016",40.0,When the Bough Breaks,4.0,,When the Bough Breaks,5.0,9.0,0.0,88,"September 9, 2016",TheWrap,http://www.metacritic.com//publication/thewrap?filter=movies,When the Bough Breaks is a very conservative film that ducks any issues that might be dramatically interesting in order to work up lame suspense sequences.,28
3340,Roger Moore,http://www.metacritic.com//critic/roger-moore?filter=movies,"Sep 13, 2016",38.0,When the Bough Breaks,4.0,,When the Bough Breaks,5.0,9.0,0.0,88,"September 9, 2016",Movie Nation,http://www.metacritic.com//publication/movie-nation?filter=movies,"From its New Orleans mansion and penthouse office suites, to its Mercedes and parties packed with haute couture glamour, it presents a vision of aspiration and achievement that Hollywood generally ignores.",28
3341,Nick Allen,http://www.metacritic.com//critic/nick-allen?filter=movies,"Sep  9, 2016",25.0,When the Bough Breaks,4.0,,When the Bough Breaks,5.0,9.0,0.0,88,"September 9, 2016",RogerEbert.com,http://www.metacritic.com//publication/rogerebertcom?filter=movies,"While empathy is first to go in the tasteless When the Bough Breaks, there is nothing good in its place.",28
3342,Josh Kupecki,,"Sep 14, 2016",20.0,When the Bough Breaks,4.0,,When the Bough Breaks,5.0,9.0,0.0,88,"September 9, 2016",Austin Chronicle,http://www.metacritic.com//publication/austin-chronicle?filter=movies,"When the Bough Breaks could have offered some cheap thrills, but it ends up a neutered, paint-by-numbers snoozefest, not even worthy for cable syndication.",28
3343,Sheri Linden,http://www.metacritic.com//critic/sheri-linden?filter=movies,"Sep 10, 2016",20.0,When the Bough Breaks,4.0,,When the Bough Breaks,5.0,9.0,0.0,88,"September 9, 2016",The Hollywood Reporter,http://www.metacritic.com//publication/the-hollywood-reporter?filter=movies,A lazily written and generically directed Fatal Attraction knockoff.,28
3344,Neil Genzlinger,http://www.metacritic.com//critic/neil-genzlinger?filter=movies,"Sep 10, 2016",20.0,When the Bough Breaks,4.0,,When the Bough Breaks,5.0,9.0,0.0,88,"September 9, 2016",The New York Times,http://www.metacritic.com//publication/the-new-york-times?filter=movies,"There’s not an ounce of suspense in any of this, because you’ve seen it all before, and the director, Jon Cassar, seems uninterested in veering from the well-established formula.",28
3345,Peter Rainer,http://www.metacritic.com//critic/peter-rainer?filter=movies,"Aug 12, 2016",100.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",Christian Science Monitor,http://www.metacritic.com//publication/christian-science-monitor?filter=movies,Florence Foster Jenkins isn’t really about how passion trumps art. It’s about how life is more important than art.,71
3346,Susan Wloszczyna,http://www.metacritic.com//critic/susan-wloszczyna?filter=movies,"Aug 12, 2016",88.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",RogerEbert.com,http://www.metacritic.com//publication/rogerebertcom?filter=movies,"In this charming and delightful biopic that bears her name, the matronly Jenkins is an endearing and courageous stand-in for countless other mortals whose aspirations in the arts often far exceed their talents.",71
3347,Tirdad Derakhshani,http://www.metacritic.com//critic/tirdad-derakhshani?filter=movies,"Aug 11, 2016",88.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",Philadelphia Inquirer,http://www.metacritic.com//publication/philadelphia-inquirer?filter=movies,"Directed with tremendous style and vibrant, buoyant energy.",71
3348,Lou Lumenick,http://www.metacritic.com//critic/lou-lumenick?filter=movies,"Aug 11, 2016",88.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",New York Post,http://www.metacritic.com//publication/new-york-post?filter=movies,Hugh Grant is no less great (and has terrific chemistry with Streep) in his juiciest role in years as St. Clair.,71
3349,Bill Zwecker,http://www.metacritic.com//critic/bill-zwecker?filter=movies,"Aug 11, 2016",88.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",Chicago Sun-Times,http://www.metacritic.com//publication/chicago-sun-times?filter=movies,"This is an intelligent, deeply moving film that is about so much more than a rich lady with delusional dreams about her own musical abilities. It is, in fact, quite an uplifting homage to the spirit of confidence in the face of enormous adversity.",71
3350,Calvin Wilson,http://www.metacritic.com//critic/calvin-wilson?filter=movies,"Aug 11, 2016",88.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",St. Louis Post-Dispatch,http://www.metacritic.com//publication/st-louis-post-dispatch?filter=movies,It’s not necessary to be a classical-music buff to be charmed by this thoroughly entertaining film that never hits a false note.,71
3351,Jason Solomons,,"Apr 13, 2016",85.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",TheWrap,http://www.metacritic.com//publication/thewrap?filter=movies,"This is a fine, funny and moving film tribute to the efforts and passions of its titular heroine, a woman who lived out her dreams, at any price.",71
3352,Leah Greenblatt,http://www.metacritic.com//critic/leah-greenblatt?filter=movies,"Aug 11, 2016",83.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",Entertainment Weekly,http://www.metacritic.com//publication/entertainment-weekly?filter=movies,"It would be easy to mine Jenkins’ story for silly farce and 1940s set pieces and let it coast from there, but director Stephen Frears (Philomena, The Queen) is too kind, and too nuanced, to do that. Even when she’s murdering a high C, his Florence finds the melody.",71
3353,Neil Genzlinger,http://www.metacritic.com//critic/neil-genzlinger?filter=movies,"Aug 11, 2016",80.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",The New York Times,http://www.metacritic.com//publication/the-new-york-times?filter=movies,"Ms. Streep is a delight, hilarious when she’s singing and convincingly on edge at all times.",71
3354,Dana Stevens,http://www.metacritic.com//critic/dana-stevens?filter=movies,"Aug  9, 2016",80.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",Slate,http://www.metacritic.com//publication/slate?filter=movies,"Streep, who has long enjoyed playing women endowed with more than the average supply of gusto, makes the character’s delusional faith in her own talent so infectious that we ache at the thought of Florence’s impending humiliation even as we prepare ourselves to laugh at it.",71
3355,Jamie Graham,http://www.metacritic.com//critic/jamie-graham?filter=movies,"May  4, 2016",80.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",Total Film,http://www.metacritic.com//publication/total-film?filter=movies,"With Streep on grandstanding form and Grant given a rare chance to show his range, this  is an intelligent dramedy that moves and amuses.",71
3356,Cath Clarke,http://www.metacritic.com//critic/cath-clarke?filter=movies,"May  3, 2016",80.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",Time Out London,http://www.metacritic.com//publication/time-out-london?filter=movies,"Director Stephen Frears sketches out her tragic backstory, and Streep in grande dame mode is not to be missed.",71
3357,Fionnuala Halligan,http://www.metacritic.com//critic/fionnuala-halligan?filter=movies,"Apr 13, 2016",80.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",Screen International,http://www.metacritic.com//publication/screen-international?filter=movies,"Bouquets all round: Stephen Frears goes broad in Florence Foster Jenkins, and the appeal should be wide.",71
3358,Steve Davis,http://www.metacritic.com//critic/steve-davis?filter=movies,"Aug 10, 2016",78.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",Austin Chronicle,http://www.metacritic.com//publication/austin-chronicle?filter=movies,"For the incomparable Streep, it’s yet another performance in high C.",71
3359,Oliver Jones,,"Aug 16, 2016",75.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",New York Observer,http://www.metacritic.com//publication/new-york-observer?filter=movies,"While the film plays lip service (perhaps one too many times) to the healing power of music, it is really about how self-deception fuels and sustains. It may not keep us alive, but it will keep us going while we here.",71
3360,Johanna Schneller,,"Aug 11, 2016",75.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",The Globe and Mail (Toronto),http://www.metacritic.com//publication/the-globe-and-mail-toronto?filter=movies,"As fine as Streep is, however, it’s Grant’s movie.",71
3361,Peter Travers,http://www.metacritic.com//critic/peter-travers?filter=movies,"Aug 11, 2016",75.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",Rolling Stone,http://www.metacritic.com//publication/rolling-stone?filter=movies,"So, you're probably asking, what kind of a movie is this? A damn fine and funny one, thanks to the way the estimable director Stephen Frears (Dangerous Liaisons, The Grifters, The Queen) conducts the piece.",71
3362,Moira Macdonald,http://www.metacritic.com//critic/moira-macdonald?filter=movies,"Aug 11, 2016",75.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",The Seattle Times,http://www.metacritic.com//publication/the-seattle-times?filter=movies,"The film belongs to Streep, who makes Florence a sweetly feathery dreamer — singing like an angel, in a voice that only she can hear.",71
3363,Connie Ogle,http://www.metacritic.com//critic/connie-ogle?filter=movies,"Aug 11, 2016",75.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",Miami Herald,http://www.metacritic.com//publication/miami-herald?filter=movies,"A one-joke movie, but it’s a pretty good joke, and the fact that it’s based on a true story only makes the gag more delicious.",71
3364,Ann Hornaday,http://www.metacritic.com//critic/ann-hornaday?filter=movies,"Aug 11, 2016",75.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",Washington Post,http://www.metacritic.com//publication/washington-post?filter=movies,Florence Foster Jenkins brims with love for its characters and forbearance for even their most blinkered self-deception.,71
3365,Lawrence Toppman,http://www.metacritic.com//critic/lawrence-toppman?filter=movies,"Aug 10, 2016",75.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",Charlotte Observer,http://www.metacritic.com//publication/charlotte-observer?filter=movies,"If you don’t confuse this with history – or with the French film “Marguerite,” a fictional piece loosely based on FFJ – you’ll come away touched. That’s mostly because of Meryl Streep and Hugh Grant.",71
3366,Steve Persall,http://www.metacritic.com//critic/steve-persall?filter=movies,"Aug 10, 2016",75.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",Tampa Bay Times,http://www.metacritic.com//publication/tampa-bay-times?filter=movies,Florence Foster Jenkins is too much old-fashioned fun to saddle with ideas. Just sit back and let Meryl screech.,71
3367,Mick LaSalle,http://www.metacritic.com//critic/mick-lasalle?filter=movies,"Aug 10, 2016",75.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",San Francisco Chronicle,http://www.metacritic.com//publication/san-francisco-chronicle?filter=movies,"It’s mildly amusing when it should be funny, sentimental when it should be deep and all too easy when it should be unsettling. It’s still some kind of success, but a modest one.",71
3368,Roger Moore,http://www.metacritic.com//critic/roger-moore?filter=movies,"Aug 10, 2016",75.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",Movie Nation,http://www.metacritic.com//publication/movie-nation?filter=movies,"Florence is hilarious, and sadly fragile, and Streep makes her pain both funny and poignant.",71
3369,Erin Whitney,http://www.metacritic.com//critic/erin-whitney?filter=movies,"Aug 25, 2016",70.0,Florence Foster Jenkins,5.0,,Florence Foster Jenkins,2.0,41.0,34.0,92,"August 12, 2016",ScreenCrush,http://www.metacritic.com//publication/screencrush?filter=movies,"At its heart, Florence Foster Jenkins is about a woman at her most unabashedly genuine, and there’s something admirable about that.",71
