,author,author_link,date,iscore,meta_movie_name,mixed,moviename,moviename_x,negative,num_crit,positive,rank,release_date,source,source_link,summary,total_score
3264,Nick Schager,http://www.metacritic.com//critic/nick-schager?filter=movies,"Jan 22, 2016",0.0,Dirty Grandpa,7.0,,Dirty Grandpa,18.0,27.0,2.0,80,"January 22, 2016",Variety,http://www.metacritic.com//publication/variety?filter=movies,"This contemptible fiasco is not only comfortable courting laughs through ugly mockery of minorities, but also doesn’t even have the courage of its own crass-as-I-wannabe convictions.",21
3265,Richard Roeper,http://www.metacritic.com//critic/richard-roeper?filter=movies,"Jan 22, 2016",0.0,Dirty Grandpa,7.0,,Dirty Grandpa,18.0,27.0,2.0,80,"January 22, 2016",Chicago Sun-Times,http://www.metacritic.com//publication/chicago-sun-times?filter=movies,"If Dirty Grandpa isn’t the worst movie of 2016, I have some serious cinematic torture in my near future.",21
3266,Brian Truitt,http://www.metacritic.com//critic/brian-truitt?filter=movies,"Jan 21, 2016",75.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",USA Today,http://www.metacritic.com//publication/usa-today?filter=movies,"The 5th Wave finds a way to make the most of Moretz’s talents, with the emotionality she showed in If I Stay and the utter physical chutzpah of her Kick-Ass films.",33
3267,James Berardinelli,http://www.metacritic.com//critic/james-berardinelli?filter=movies,"Jan 28, 2016",63.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",ReelViews,http://www.metacritic.com//publication/reelviews?filter=movies,"The storyline is generic apocalyptic science fiction and feels a lot like an uninspired fusion of ""Independence Day"" and the TV mini-series “V”.",33
3268,Clark Collis,http://www.metacritic.com//critic/clark-collis?filter=movies,"Jan 21, 2016",58.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",Entertainment Weekly,http://www.metacritic.com//publication/entertainment-weekly?filter=movies,"The frankly preposterous nature of the film’s setup is rendered slightly less so by a couple of second act reveals. But, by then, many viewers will have lost interest in a movie with a very high bodycount but a very small amount of grit, either emotional or literal.",33
3269,Ignatiy Vishnevetsky,http://www.metacritic.com//critic/ignatiy-vishnevetsky?filter=movies,"Jan 21, 2016",50.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",The A.V. Club,http://www.metacritic.com//publication/the-av-club?filter=movies,"Aside from a taste for Visual Storytelling 101 basics (a close-up of a dropped teddy bear, held for what seems like half a minute), British director J Blakeson (The Disappearance Of Alice Creed) doesn’t do much to distinguish himself from any number of hired guns.",33
3270,Harry Windsor,http://www.metacritic.com//critic/harry-windsor?filter=movies,"Jan 14, 2016",50.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",The Hollywood Reporter,http://www.metacritic.com//publication/the-hollywood-reporter?filter=movies,"Director J Blakeson...might be making franchise bait but he exhibits a relatively restrained reliance on spectacle, and the screenplay by Jeff Pinkner, Susannah Grant and Akiva Goldsman is light on the aphoristic earnestness that bogged down the most recent Hunger Games, or last year’s Goldsman-penned Insurgent.",33
3271,Eddie Cockrell,http://www.metacritic.com//critic/eddie-cockrell?filter=movies,"Jan 14, 2016",50.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",Variety,http://www.metacritic.com//publication/variety?filter=movies,Enough of Yancey’s ambitious narrative has made the final cut to reflect an arrestingly original spin on trendy genre tropes.,33
3272,Nick Schager,http://www.metacritic.com//critic/nick-schager?filter=movies,"Jan 21, 2016",42.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",The Playlist,http://www.metacritic.com//publication/the-playlist?filter=movies,"Moretz strikes a convincing empowered-badass pose but has no amount of charismatic fearsomeness can energize the illogical latter portions of The 5th Wave, which are driven by revelations about the aliens that, to put it bluntly, make no sense.",33
3273,Peter Bradshaw,http://www.metacritic.com//critic/peter-bradshaw?filter=movies,"Jan 23, 2016",40.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",The Guardian,http://www.metacritic.com//publication/the-guardian?filter=movies,"It’s written to a machine-tooled formula, with two more episodes naturally planned to gouge cash out of the fanbase, and whatever interest this film has dies about five minutes before the closing credits.",33
3274,Bilge Ebiri,http://www.metacritic.com//critic/bilge-ebiri?filter=movies,"Jan 23, 2016",40.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",New York Magazine (Vulture),http://www.metacritic.com//publication/new-york-magazine-vulture?filter=movies,"For all the goodwill generated by its early scenes, by the time The 5th Wave lumbers to its conclusion, you realize you’re not watching a movie but an act of crisis management.",33
3275,Stephanie Zacharek,http://www.metacritic.com//critic/stephanie-zacharek?filter=movies,"Jan 23, 2016",40.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",Time,http://www.metacritic.com//publication/time?filter=movies,"Moretz gives the movie whatever warmth it has, though not even she can give it a real pulse.",33
3276,Gary Goldstein,http://www.metacritic.com//critic/gary-goldstein?filter=movies,"Jan 21, 2016",40.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",Los Angeles Times,http://www.metacritic.com//publication/los-angeles-times?filter=movies,"Director J Blakeson can't quite maintain the film's momentum while squaring its disparate parts, malleable story rules (weren't all power sources destroyed?), hokey dialogue and a crisscross of often one-note emotions.",33
3277,Tim Robey,http://www.metacritic.com//critic/tim-robey?filter=movies,"Jan 21, 2016",40.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",The Telegraph,http://www.metacritic.com//publication/the-telegraph?filter=movies,"The apocalypse, in its effect on Cassie, mainly takes the form of a been-there, done-that checklist of Young Adult story tropes, and none of these are very scary or original, or bode very well.",33
3278,Olly Richards,http://www.metacritic.com//critic/olly-richards?filter=movies,"Jan 18, 2016",40.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",Empire,http://www.metacritic.com//publication/empire?filter=movies,"Everything that comes after the confident, dangerous first half-hour just makes you pine for what could have been as this devolves into ten-a-penny teen-lit sludge.",33
3279,Brad Wheeler,http://www.metacritic.com//critic/brad-wheeler?filter=movies,"Jan 23, 2016",38.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",The Globe and Mail (Toronto),http://www.metacritic.com//publication/the-globe-and-mail-toronto?filter=movies,"Topical ideas on humanity, mistrust and alien-as-immigrant metaphors are a plus, but a laughable romance and a ridiculous wrap-up render the film as only a staging ground for the next two parts of the trilogy to come.",33
3280,Soren Andersen,http://www.metacritic.com//critic/soren-andersen?filter=movies,"Jan 23, 2016",38.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",The Seattle Times,http://www.metacritic.com//publication/the-seattle-times?filter=movies,This picture stands as the best argument yet that the YA dystopia cycle has passed its sell-by date.,33
3281,Sheila O'Malley,http://www.metacritic.com//critic/sheila-omalley?filter=movies,"Jan 22, 2016",38.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",RogerEbert.com,http://www.metacritic.com//publication/rogerebertcom?filter=movies,The 5th Wave is Dystopia-Lite.,33
3282,Eric Henderson,http://www.metacritic.com//critic/eric-henderson?filter=movies,"Jan 22, 2016",38.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",Slant Magazine,http://www.metacritic.com//publication/slant-magazine?filter=movies,The sense that children’s attitudes toward rampant militarization are being gradually normalized is the film's objectionable given.,33
3283,Tom Russo,http://www.metacritic.com//critic/tom-russo?filter=movies,"Jan 21, 2016",38.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",Boston Globe,http://www.metacritic.com//publication/boston-globe?filter=movies,It’s tough to stay focused on the provocative bits when soapy talk of teenage yearning and angst keep making us snicker.,33
3284,Roger Moore,http://www.metacritic.com//critic/roger-moore?filter=movies,"Jan 20, 2016",38.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",Movie Nation,http://www.metacritic.com//publication/movie-nation?filter=movies,"It’s all so obvious and (unintentionally) laugh-out-loud funny...Seriously, if you’re not five steps ahead of The Fifth Wave, you need to have yourself tested.",33
3285,Allison Shoemaker,http://www.metacritic.com//critic/allison-shoemaker?filter=movies,"Jan 23, 2016",33.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",Consequence of Sound,http://www.metacritic.com//publication/consequence-of-sound?filter=movies,"Blakeson and screenwriters Susannah Grant, Akiva Goldsman, and Jeff Pinkner don’t seem to care much about telling the story. They’re just checking off the boxes.",33
3286,Tasha Robinson,http://www.metacritic.com//critic/tasha-robinson?filter=movies,"Jan 21, 2016",32.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",The Verge,http://www.metacritic.com//publication/the-verge?filter=movies,"The action is frequently too chaotic to register, and the performances are monotonal. There's no personality in this story, or the way it's told.",33
3287,Steve Davis,http://www.metacritic.com//critic/steve-davis?filter=movies,"Jan 27, 2016",30.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",Austin Chronicle,http://www.metacritic.com//publication/austin-chronicle?filter=movies,"Given the likely reception to this movie, it’s unlikely there will be a sixth wave anytime soon.",33
3288,Anthony Lane,http://www.metacritic.com//critic/anthony-lane?filter=movies,"Jan 25, 2016",30.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",The New Yorker,http://www.metacritic.com//publication/the-new-yorker?filter=movies,The whole thing appears to have been designed by some crazed Oedipal wing of the N.R.A. And what are the aliens known as? The Others. I rest my case.,33
3289,Andy Webster,http://www.metacritic.com//critic/andy-webster?filter=movies,"Jan 21, 2016",30.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",The New York Times,http://www.metacritic.com//publication/the-new-york-times?filter=movies,It’s depressing to see Ms. Moretz — so spirited in “Clouds of Sils Maria” and the “Kick-Ass” movies — reduced to constant mooning at Mr. Roe.,33
3290,Sarah Ward,http://www.metacritic.com//critic/sarah-ward?filter=movies,"Jan 14, 2016",30.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",Screen International,http://www.metacritic.com//publication/screen-international?filter=movies,"Like many films designed to double as opening chapters in ongoing screen sagas, The Fifth Wave always feels padded, its focus on establishing a springboard for future sequels rather than satisfactorily exploring its own narrative.",33
3291,Peter Travers,http://www.metacritic.com//critic/peter-travers?filter=movies,"Jan 22, 2016",25.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",Rolling Stone,http://www.metacritic.com//publication/rolling-stone?filter=movies,"Despite the strong presence of Kick-Ass star Chloe Grace Moretz as Cassie, the movie is selling the same old YA yada yada yada that made phenoms of ""Twilight"" and ""Divergent.""",33
3292,,,"Jan 22, 2016",25.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",TheWrap,http://www.metacritic.com//publication/thewrap?filter=movies,"Like a bad orange, this adaptation of the series-spawning novel by Rick Yancey lacks both juice and flavor.",33
3293,Mick LaSalle,http://www.metacritic.com//critic/mick-lasalle?filter=movies,"Jan 21, 2016",25.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",San Francisco Chronicle,http://www.metacritic.com//publication/san-francisco-chronicle?filter=movies,It has the curse of earnestness. It is so sincere ... it is so sincere it could put you into a coma.,33
3294,Kyle Smith,http://www.metacritic.com//critic/kyle-smith?filter=movies,"Jan 21, 2016",25.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",New York Post,http://www.metacritic.com//publication/new-york-post?filter=movies,"The undercaffeinated middle of the film consists of dopey twists, slow-burning gazes and dialogue that aims for “heartfelt” but comes out “unfortunate.”",33
3295,Rex Reed,http://www.metacritic.com//critic/rex-reed?filter=movies,"Feb  1, 2016",0.0,The 5th Wave,11.0,,The 5th Wave,17.0,30.0,2.0,82,"January 22, 2016",New York Observer,http://www.metacritic.com//publication/new-york-observer?filter=movies,The 5th Wave is a typical example of the kind of dopey junk that passes for literature among today’s unsophisticated teens.,33
3296,Lawrence Toppman,http://www.metacritic.com//critic/lawrence-toppman?filter=movies,"Dec 14, 2016",75.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Charlotte Observer,http://www.metacritic.com//publication/charlotte-observer?filter=movies,"Many critics will complain about emotional manipulation, but I share Roger Ebert’s view: “Some people like to be emotionally manipulated. I do, when it’s done well.” I think “Beauty” does it well.",23
3297,Calvin Wilson,http://www.metacritic.com//critic/calvin-wilson?filter=movies,"Dec 15, 2016",63.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",St. Louis Post-Dispatch,http://www.metacritic.com//publication/st-louis-post-dispatch?filter=movies,Collateral Beauty is based on a premise so preposterous that the film shouldn’t work. But the illusion of credibility is sustained just well enough to keep things from falling apart.,23
3298,Will Ashton,http://www.metacritic.com//critic/will-ashton?filter=movies,"Dec 14, 2016",58.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",The Playlist,http://www.metacritic.com//publication/the-playlist?filter=movies,"Manipulative and over-engineered, starring high-profile actors doing all they can elicit deep compassion, Collateral Beauty fails to make an impression, and contains not nearly enough authentic beauty to make it worthwhile.",23
3299,Brad Wheeler,http://www.metacritic.com//critic/brad-wheeler?filter=movies,"Dec 15, 2016",50.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",The Globe and Mail (Toronto),http://www.metacritic.com//publication/the-globe-and-mail-toronto?filter=movies,"Scriptwriter Allan Loeb, the man behind more than one Kevin James vehicle, attempts Christmastime magic à la ""Miracle on 34th Street,"" but ends up conjuring Maudlin on Madison Avenue instead.",23
3300,Mick LaSalle,http://www.metacritic.com//critic/mick-lasalle?filter=movies,"Dec 15, 2016",50.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",San Francisco Chronicle,http://www.metacritic.com//publication/san-francisco-chronicle?filter=movies,"In the end it all seems a little too glib, too easy and not quite true.",23
3301,Tom Russo,http://www.metacritic.com//critic/tom-russo?filter=movies,"Dec 15, 2016",50.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Boston Globe,http://www.metacritic.com//publication/boston-globe?filter=movies,Too well-meaning and too infused with genuine poignancy from Smith and Harris for the film to be dismissed as just a trigger for our snark reflex. But it’s a shame that the tears Smith sheds aren’t serving a better conceived story.,23
3302,Stephanie Merry,http://www.metacritic.com//critic/stephanie-merry?filter=movies,"Dec 15, 2016",50.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Washington Post,http://www.metacritic.com//publication/washington-post?filter=movies,The movie manages to be simultaneously superficial and heartbreaking. That’s no easy feat — nor is it a laudable one.,23
3303,Roger Moore,http://www.metacritic.com//critic/roger-moore?filter=movies,"Dec 13, 2016",50.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Movie Nation,http://www.metacritic.com//publication/movie-nation?filter=movies,"If “Collateral” fails to move you — and it might, because I was untouched — it may have to do with the clumsy clockwork machinations of a script that has to make its entire unholy and unethical premise seem “logical” and understandable.",23
3304,David Rooney,http://www.metacritic.com//critic/david-rooney?filter=movies,"Dec 13, 2016",50.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",The Hollywood Reporter,http://www.metacritic.com//publication/the-hollywood-reporter?filter=movies,"Audiences who enjoy smiling through tears, and don't mind having their buttons pushed in the most obvious ways, could probably do a lot worse.",23
3305,Owen Gleiberman,http://www.metacritic.com//critic/owen-gleiberman?filter=movies,"Dec 13, 2016",50.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Variety,http://www.metacritic.com//publication/variety?filter=movies,"By the end of Collateral Beauty, you’d have to have a heart of stone for the film not to get to you a bit, but even if it does, you may still feel like you’ve been played.",23
3306,Leah Greenblatt,http://www.metacritic.com//critic/leah-greenblatt?filter=movies,"Dec 14, 2016",42.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Entertainment Weekly,http://www.metacritic.com//publication/entertainment-weekly?filter=movies,"These actors are too good to be entirely sunk by the sheer silliness of the material (with the exception of Smith, who seems fully committed to playing the role of a human frown-face emoji).",23
3307,Ian Freer,http://www.metacritic.com//critic/ian-freer?filter=movies,"Dec 26, 2016",40.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Empire,http://www.metacritic.com//publication/empire?filter=movies,"In a month of ""A Monster Calls"" and ""Manchester By The Sea,"" Collateral Beauty serves up a hollow portrait of grief. Despite its quality cast and slick visuals, the result is sombre and saccharine rather than uplifting.",23
3308,Dave Calhoun,http://www.metacritic.com//critic/dave-calhoun?filter=movies,"Dec 21, 2016",40.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Time Out,http://www.metacritic.com//publication/time-out?filter=movies,It’s just impossible to get past the core ridiculousness and arm-twisting manipulation of the plot.,23
3309,Matt Donato,http://www.metacritic.com//critic/matt-donato?filter=movies,"Dec 15, 2016",40.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",We Got This Covered,http://www.metacritic.com//publication/we-got-this-covered?filter=movies,"Collateral Beauty is a Hallmark tear-jerker in the worst way, so out of tune with human emotion that it almost becomes satire.",23
3310,James Berardinelli,http://www.metacritic.com//critic/james-berardinelli?filter=movies,"Dec 17, 2016",38.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",ReelViews,http://www.metacritic.com//publication/reelviews?filter=movies,"Pretentious and manipulative, the movie bludgeons viewers with its new age philosophizing and its desire to be considered meaningful.",23
3311,Brian Truitt,http://www.metacritic.com//critic/brian-truitt?filter=movies,"Dec 16, 2016",38.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",USA Today,http://www.metacritic.com//publication/usa-today?filter=movies,An unseasonably cynical assault on the holiday spirit.,23
3312,Susan Wloszczyna,http://www.metacritic.com//critic/susan-wloszczyna?filter=movies,"Dec 15, 2016",38.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",RogerEbert.com,http://www.metacritic.com//publication/rogerebertcom?filter=movies,I don’t think I've witnessed a film this year that managed to so completely and utterly collapse into crass garbage in its last few minutes while abusing what little good will it has.,23
3313,Moira Macdonald,http://www.metacritic.com//critic/moira-macdonald?filter=movies,"Dec 14, 2016",38.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",The Seattle Times,http://www.metacritic.com//publication/the-seattle-times?filter=movies,"Collateral Beauty is a pretty terrible movie, but it left me with one overarching thought: My life, and surely yours, too, would be vastly improved if only Helen Mirren were perpetually lurking nearby, offering advice.",23
3314,Justin Chang,http://www.metacritic.com//critic/justin-chang?filter=movies,"Dec 15, 2016",30.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Los Angeles Times,http://www.metacritic.com//publication/los-angeles-times?filter=movies,"This movie doesn’t rise to the level of so-bad-it’s-good. But no less impressively, perhaps, it’s just bad enough that you actually wish it were worse.",23
3315,Marjorie Baumgarten,http://www.metacritic.com//critic/marjorie-baumgarten?filter=movies,"Dec 14, 2016",30.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Austin Chronicle,http://www.metacritic.com//publication/austin-chronicle?filter=movies,"Collateral Beauty is ultimately as mushy a movie as the phrase itself, whose definition is never fully explained by the script. It’s another example of something sounding good but meaning little.",23
3316,Randy Cordova,http://www.metacritic.com//critic/randy-cordova?filter=movies,"Dec 14, 2016",30.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Arizona Republic,http://www.metacritic.com//publication/arizona-republic?filter=movies,"This wildly distasteful premise is meant to be cute and enlightening, like a modern Frank Capra flick, but this is hardly ""It's a Wonderful Life."" Instead, the movie keeps tripping over itself.",23
3317,Sarah Ward,http://www.metacritic.com//critic/sarah-ward?filter=movies,"Dec 14, 2016",30.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Screen International,http://www.metacritic.com//publication/screen-international?filter=movies,"Collateral Beauty never manages to shake off its all-too-deliberate air or willingness to follow the easiest path. Its life lessons are packaged with cloying, overt mawkishness which aren’t quite the feel-good home run Frankel seems to expect.",23
3318,Eric D. Snider,,"Dec 19, 2016",25.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",The Film Stage,http://www.metacritic.com//publication/the-film-stage?filter=movies,"Collateral Beauty is soggy garbage intended to make you cry, but it’s so clumsy in its manipulations that you almost feel sorry for it.",23
3319,Kyle Smith,http://www.metacritic.com//critic/kyle-smith?filter=movies,"Dec 15, 2016",25.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",New York Post,http://www.metacritic.com//publication/new-york-post?filter=movies,"The Will Smith weepie Collateral Beauty couldn’t be more calculated and manipulative if it slapped you on the back, shoved a giant lollipop into your mouth and immediately tried to sell you a time share in Tampa.",23
3320,Katie Walsh,http://www.metacritic.com//critic/katie-walsh?filter=movies,"Dec 15, 2016",25.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Chicago Tribune,http://www.metacritic.com//publication/chicago-tribune?filter=movies,Collateral Beauty is much more shallow nonsense than anything else.,23
3321,Dominick Suzanne-Mayer,http://www.metacritic.com//critic/dominick-suzanne-mayer?filter=movies,"Dec 15, 2016",25.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Consequence of Sound,http://www.metacritic.com//publication/consequence-of-sound?filter=movies,"It is not a bad film because of its sincerity of intention. It’s a bad film because it manages to make that sincerity feel disingenuous as it goes on, more and more so with each passing scene.",23
3322,Richard Roeper,http://www.metacritic.com//critic/richard-roeper?filter=movies,"Dec 15, 2016",25.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Chicago Sun-Times,http://www.metacritic.com//publication/chicago-sun-times?filter=movies,"Collateral Beauty is a fraud. It is built on a foundation so contrived, so off-putting, so treacly, the most miraculous thing about this movie is this movie was actually made.",23
3323,Ignatiy Vishnevetsky,http://www.metacritic.com//critic/ignatiy-vishnevetsky?filter=movies,"Dec 14, 2016",25.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",The A.V. Club,http://www.metacritic.com//publication/the-av-club?filter=movies,Collateral Beauty is one of those cloying movies about learning to take the good with the bad that feels like it was made by aliens with little grasp of human life.,23
3324,Jude Dry,http://www.metacritic.com//critic/jude-dry?filter=movies,"Dec 13, 2016",25.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Indiewire,http://www.metacritic.com//publication/indiewire?filter=movies,"With the bizarre way Whit and his crew talk about numbers and money, Collateral Beauty is just another story about spoiled rich people.",23
3325,Neil Smith,http://www.metacritic.com//critic/neil-smith?filter=movies,"Jan 11, 2017",20.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Total Film,http://www.metacritic.com//publication/total-film?filter=movies,A-list sad-faces abound in a film where absurd concept is rivalled only by banal execution.,23
3326,Robbie Collin,http://www.metacritic.com//critic/robbie-collin?filter=movies,"Dec 15, 2016",20.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",The Telegraph,http://www.metacritic.com//publication/the-telegraph?filter=movies,"I still can’t quite believe it exists, though I may yet find myself shouting about it on the street.",23
3327,Matt Singer,http://www.metacritic.com//critic/matt-singer?filter=movies,"Dec 14, 2016",20.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",ScreenCrush,http://www.metacritic.com//publication/screencrush?filter=movies,So many of the decisions by director David Frankel and writer Allan Loeb make absolutely no sense.,23
3328,Dan Callahan,http://www.metacritic.com//critic/dan-callahan?filter=movies,"Dec 13, 2016",20.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",TheWrap,http://www.metacritic.com//publication/thewrap?filter=movies,"Collateral Beauty is certainly a case of outright sentimental damage, not beauty, but of course the word collateral also means money that can be bargained with, and hopefully that’s what the ill-fated cast of this picture received in some abundance.",23
3329,Peter Bradshaw,http://www.metacritic.com//critic/peter-bradshaw?filter=movies,"Dec 13, 2016",20.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",The Guardian,http://www.metacritic.com//publication/the-guardian?filter=movies,"This horrifyingly yucky, toxically cutesy ensemble dramedy creates a Chernobyl atmosphere of manipulative sentimentality, topped off with an ending which M Night Shyamalan might reject as too ridiculous.",23
3330,Eric Henderson,http://www.metacritic.com//critic/eric-henderson?filter=movies,"Dec 14, 2016",12.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Slant Magazine,http://www.metacritic.com//publication/slant-magazine?filter=movies,David Frankel's film argues that the power of miracles can be manufactured by those who can fund them.,23
3331,Manohla Dargis,http://www.metacritic.com//critic/manohla-dargis?filter=movies,"Dec 15, 2016",0.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",The New York Times,http://www.metacritic.com//publication/the-new-york-times?filter=movies,"Many of the words that I would like to use to describe this waste of talent and time...can’t be lobbed in a family publication. So, instead, I will just start by throwing out some permissible insults: artificial, clichéd, mawkish, preposterous, incompetent, sexist, laughable, insulting.",23
3332,Stephanie Zacharek,http://www.metacritic.com//critic/stephanie-zacharek?filter=movies,"Dec 15, 2016",0.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Time,http://www.metacritic.com//publication/time?filter=movies,"Every so often there comes a movie so tasteless, so nakedly pandering, so bodaciously ill conceived that you’ve got to see it to believe it. This year, that movie is Collateral Beauty.",23
3333,Joe Morgenstern,http://www.metacritic.com//critic/joe-morgenstern?filter=movies,"Dec 15, 2016",0.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Wall Street Journal,http://www.metacritic.com//publication/wall-street-journal?filter=movies,A movie that means to be uplifting but turns out to be insufferable.,23
3334,Peter Travers,http://www.metacritic.com//critic/peter-travers?filter=movies,"Dec 15, 2016",0.0,Collateral Beauty,12.0,,Collateral Beauty,26.0,40.0,2.0,86,"December 16, 2016",Rolling Stone,http://www.metacritic.com//publication/rolling-stone?filter=movies,The unholy mess that director David Frankel and screenwriter Allan Loeb have unleashed for the holidays strands an all-star cast...on a sinking ship that churns the waters from absurd to zombified with frequent stops at pretentious.,23
